id,Location
9.70668921174012E+017,Georgia 
9.70668916866298E+017,Daerah Istimewa Yogyakarta
9.70668910356976E+017,Rio de Janeiro
9.70668900944941E+017,South Åfrica
9.70668897757213E+017,
9.70668880866689E+017,"At a light, putting on mascara"
9.70668871282655E+017,
9.70668857919771E+017,"Nvm, false alarm "
9.70668847283007E+017,"Elizabeth City, NC"
9.70668840890897E+017,
9.70668838969737E+017,"Oregon, USA"
9.70668836088316E+017,"Rio de Janeiro, Brasil"
9.70668810222088E+017,
9.70668787723854E+017,DC Metro area
9.70668765510808E+017,"Clinton, IA"
9.70668761043915E+017,Brasil
9.70668747806605E+017,
9.70668735295033E+017,
9.70668733286011E+017,South Florida
9.70668712129893E+017,United States
9.70668680689439E+017,"Atlanta, GA"
9.70668670543389E+017,"New Delhi, India"
9.70668659747193E+017,Switzerland/Germany
9.70668649949356E+017,Baltimore
9.70668641946685E+017,
9.70668634690421E+017,"East, England"
9.70668631909634E+017,
9.70668613471494E+017,
9.70668609696666E+017,"Philly'ish, PA"
9.70668594689401E+017,"Cincinnati, OH"
9.70668586850283E+017, Vaal (Sebokeng)
9.70668581800333E+017,"Chicago, IL"
9.70668554851967E+017,"Lehigh Valley, PA/NJ"
9.70668542050828E+017,
9.70668541648294E+017,"Detroit
"
9.70668533737603E+017,🌙
9.70668530013127E+017,東京
9.70668512053224E+017,Dreamville
9.70668507720495E+017,"Sento Sé, / Juazeiro, Bahia."
9.70668501252833E+017,Estonia
9.70668499306652E+017,"California, USA"
9.7066849551922E+017,
9.70668478146449E+017,Somewhere in my head
9.70668465496277E+017,"Kuching, Sarawak"
9.70668458882077E+017,"Palm Bay, FL"
9.70668424761348E+017,
9.70668409322201E+017,"Birmingham, UK"
9.70668399276822E+017,
9.70668352245989E+017,"Três Rios, Brasil"
9.70668342876033E+017,
9.70668319387865E+017,Anfield
9.70668308662952E+017,India
9.706683066455E+017, none of your buisness
9.70668289646088E+017,"Colchester, Essex"
9.7066826192597E+017,"Ontario, Canada"
9.70668192896029E+017,São Paulo / Mongaguá
9.70668170745872E+017,cape town
9.70668170389357E+017,"New Brunswick, NJ"
9.70668142212145E+017,United States
9.70668134775607E+017,Florida
9.7066811448347E+017,
9.70668087774253E+017,DMV
9.70668076181139E+017,"w/ Bally,Pope,Zay-Nutti,Zaytoven,G-Pops,Reese,Poppa..."
9.70668073878307E+017,Canada
9.70668065712063E+017,
9.70668055146713E+017,
9.70668049970819E+017,
9.70668043436044E+017,
9.70668038788821E+017,
9.70668027086811E+017,"Johannesburg, South Africa"
9.70668021978141E+017,"Cambs and Peterborough, UK"
9.70668020400976E+017,Canada
9.70668014721958E+017,"Bridgewater, NJ"
9.70668012255752E+017,Charlotte & surrounding areas
9.70667984061546E+017,"Saskatchewan, Canada"
9.7066797986322E+017,
9.70667972883894E+017,
9.70667947206369E+017,johannesburg
9.7066791729671E+017,"Knoxville, TN"
9.70667889442328E+017,London and around the world
9.70667870706389E+017,"Rockville, MD"
9.70667865727742E+017,"St. Clair County, MI"
9.70667857712439E+017,Somewhere you are not
9.70667820030857E+017,Беларусь
9.7066781170935E+017,"Sento Sé, / Juazeiro, Bahia."
9.70667771104301E+017,
9.70667770538013E+017,فوق كلّ أرض وتحت كل سماء..
9.70667770257035E+017,
9.70667753106526E+017,Houston 
9.70667750577398E+017,Everywhere
9.70667743094682E+017,
9.70667741316309E+017,"Seattle, WA"
9.70667716817379E+017,Ecuador
9.70667715609313E+017,516
9.70667714204156E+017,
9.70667708516848E+017,
9.70667687398511E+017,
9.70667687230693E+017,somewhere
9.70667665823027E+017,"Johannesburg , South Africa "
9.70667659804184E+017,
9.70667642842419E+017,"Fort Worth, TX"
9.70667636152586E+017,
9.70667626467922E+017,The corner of Mediocre & Meh.
9.70667582024905E+017,"Seoul, Republic of Korea"
9.70667544817422E+017,Manaus-AM
9.70667543395471E+017,Grindin🏈
9.70667531685032E+017,
9.70667519915815E+017,
9.70667517374095E+017,Michigan
9.70667513108467E+017,
9.70667510654783E+017,why? 
9.70667509593657E+017,"Davenport, Iowa"
9.70667505554469E+017,gettin ready to get down
9.70667493810475E+017,20019
9.70667492904497E+017,"Georgia, USA"
9.7066748918399E+017,紅魔館とか廃墟とか貸本屋とかとか妖怪の山とか
9.70667488751976E+017,"Chico, CA"
9.70667482213245E+017,"Cape Town, South Africa"
9.70667479734223E+017,Canada
9.70667464240566E+017,"Holbeach, lincolnshire "
9.70667429251764E+017,"Connecticut, USA"
9.70667415397912E+017,Canada
9.70667409978818E+017,"Houston, TX"
9.70667384586596E+017,"Seattle, WA"
9.70667361001988E+017,"Lexington, SC"
9.70667341934616E+017,"Seoul, Republic of Korea"
9.70667306010292E+017,"California, USA"
9.70667296392958E+017,"Wilmington, North Carolina"
9.70667293662466E+017,Austin
9.70667288121758E+017,"New York, NY"
9.70667283835212E+017,
9.70667279041139E+017,
9.70667274414649E+017,"Jackson, Wyoming"
9.70667270107263E+017,S. Am Palestine Syria Ukraine
9.70667265103286E+017,
9.70667246275219E+017,
9.70667230685029E+017,
9.70667219528008E+017,東京
9.70667177387815E+017,"Perth, Western Australia"
9.70667172262547E+017,
9.70667164993774E+017,Brussels
9.70667133276426E+017,"England, United Kingdom"
9.70667125793734E+017,Layed up with Bryson📍
9.70667124350996E+017,
9.706671186048E+017,"Frankfurt/Main, Germany"
9.70667113189986E+017,"Pichincha, Ecuador"
9.70667104100811E+017,
9.70667103266181E+017,
9.70667083280286E+017,United States
9.70667081384554E+017,Atlanta
9.706670530478E+017,"Greensboro, NC"
9.70667049889354E+017,020318 ♠️
9.70667048673141E+017,"Hell, MI"
9.70667040699749E+017,Chicago🎯
9.70667033670115E+017,
9.70667013927514E+017,United States
9.70667001088688E+017,
9.70666995128652E+017,"Philly'ish, PA"
9.70666994025583E+017,"Oviedo, FL"
9.70666949184184E+017,
9.70666942997688E+017,Atlanta
9.70666939671556E+017,Nil Satis Nisi Optimum 
9.70666935925879E+017,The World
9.70666918674928E+017,
9.70666914182848E+017,Itaipuaçu
9.7066691058405E+017,
9.70666883610497E+017,"Washington, DC"
9.70666877381902E+017,"Los Angeles, CA"
9.70666856033014E+017,
9.70666851553501E+017,
9.70666826362442E+017,Squatting on ya daddy's face.
9.70666806674428E+017,
9.70666802786087E+017,RP of OSH • K.A ICAD
9.70666788039033E+017,❝~ 𝓞 ~ ℰ𝓢~𝓡𝓐 ~~❞
9.70666750550335E+017,
9.70666748608315E+017,"London, England"
9.70666739972293E+017,"Winslow, AZ"
9.70666725766238E+017,
9.70666710507426E+017,"Richmond, VA"
9.7066668705282E+017,
9.70666682372051E+017,Ecuador
9.70666673626902E+017,TEXAS
9.70666654102381E+017,"Houston, TX"
9.7066662988032E+017,Shekhke@hotmail.com
9.70666618186551E+017,"Rio de Janeiro, Brazil"
9.70666599958147E+017,
9.70666591888314E+017,"Madison, WI"
9.70666559172743E+017,W/ A'Meria
9.70666545767748E+017,"Connecticut, USA"
9.70666542072582E+017,"Cincinnati, Ohio"
9.7066652984617E+017,South Florida
9.70666523973964E+017,
9.70666523328172E+017,"Metuchen, NJ"
9.70666498393035E+017,"Central Indiana, USA"
9.70666491619267E+017,Broward
9.70666481208963E+017,"Milan, Bologna, Florence (with AV)"
9.7066646471689E+017,Miagao Iloilo Philippines
9.70666444504687E+017,Boca 
9.70666417908539E+017,Your head 
9.70666415819838E+017,United States
9.70666389362106E+017,"Alabama, USA"
9.70666372333228E+017,"Atlanta, GA"
9.7066634684867E+017,Earth
9.70666337679757E+017,az🛫co
9.70666336220336E+017,"Barcelona, España"
9.70666332739002E+017,Semi-Canon/AU. 
9.70666311318729E+017,
9.70666292578578E+017,Arena Grêmio
9.70666262232678E+017,"Fargo, ND USA"
9.70666237964497E+017,delhi
9.70666228158104E+017,Somewhere over the rainbow!
9.70666219434119E+017,
9.70666215684432E+017,"Huntsville, TX"
9.70666189599814E+017,
9.70666187146322E+017,Laranjeiras
9.70666166396965E+017,🇸🇬
9.70666156318188E+017,803
9.70666142468624E+017,"Kocaali, Sakarya"
9.70666125976654E+017,Where the cam girls are ...
9.70666121148944E+017,"Chicago, IL"
9.70666111871193E+017,United States
9.70666101221855E+017,"New York, NY"
9.70666080229356E+017,
9.70666067256402E+017,"London, England"
9.70666065553511E+017,"Greensboro, NC"
9.70666059408781E+017,"Chicago, IL"
9.70666058599272E+017,
9.70666046976864E+017,
9.70666041121628E+017,Dinda De Uma Anjinha 👼
9.70666032732844E+017,Maldives
9.70666022763102E+017,
9.70666004337455E+017,
9.70665959693476E+017,"Austin, TX"
9.70665951690723E+017,Kingdom of Saudi Arabia
9.70665940408E+017,Icon art link below!
9.70665929544688E+017,Indonesia
9.70665904936833E+017,heaven
9.70665891854725E+017,United Kingdom
9.70665881209639E+017,"Poteet, TX"
9.70665877547995E+017,Brasil
9.70665875396231E+017,"Missouri, USA"
9.70665872858722E+017,"Sento Sé, / Juazeiro, Bahia."
9.70665831796543E+017,Bible Belt
9.70665818957677E+017,
9.70665810170655E+017,
9.70665806039323E+017,Bloomsburg University 
9.70665794739868E+017,Cali-- Gram-- Texas
9.70665794555302E+017,South Jersey.  
9.70665782718935E+017,"Trash Town, USA"
9.70665759813915E+017,"Zachary, LA"
9.70665747323105E+017,
9.70665737772831E+017,"London, England"
9.70665707909231E+017,Indonesia - Bali-Surabaya
9.70665698417525E+017,"Alberta, Canada"
9.70665690712691E+017,"West Hurley, NY"
9.70665685511758E+017,Wichita Falls Texas 
9.70665669770469E+017,"Seoul, Republic of Korea"
9.70665668885525E+017,Iowa
9.70665654700388E+017,South Africa
9.70665652812952E+017,"Washington, DC"
9.70665651802173E+017,"Hamburg, Germany"
9.70665648530575E+017,In a fucked up maze.
9.70665648094306E+017,
9.70665618054803E+017,South Shields UK
9.70665595246068E+017,"san francisco, california"
9.70665589890052E+017,"Cleveland, Ohio"
9.70665579592995E+017,South Africa
9.70665576413696E+017,"Al Khobar, Kingdom of Saudi Arabia"
9.70665565240156E+017,Paradise 
9.7066555681373E+017,Indiana
9.70665549389853E+017,"Browns Mills, NJ"
9.70665542083215E+017,VKook's Blood
9.70665538715136E+017,"Kuching, Sarawak"
9.70665536492204E+017,California
9.7066553270492E+017,"Baltimore, MD"
9.70665491273601E+017,boolin😎🤙🏽
9.70665436789592E+017,Brussels
9.70665419353698E+017,Sri Ganganagar Rajasthan 
9.70665411401388E+017,Nero 's warm smile
9.70665411145384E+017,reno via vegas
9.70665366039999E+017,
9.70665359643677E+017,لدينا مترجمين للبحوث والدراسات
9.70665343323656E+017,"Islamabad, Pakistan"
9.70665325665637E+017,"Dublin, Ireland"
9.70665302647362E+017,
9.70665290274169E+017,"Washington, DC"
9.70665277577933E+017,
9.70665268849533E+017,#teamCC
9.7066526793943E+017,
9.70665233613312E+017,Ecuador
9.70665220464169E+017,"Harrisburg, Pa"
9.70665198804586E+017,"Detroit, MI"
9.70665197814755E+017,
9.7066519590219E+017,USA
9.70665195428373E+017,"Iowa, USA"
9.70665194899743E+017,
9.70665194555781E+017,Pune
9.70665194551562E+017,
9.70665192638968E+017,United States
9.70665192550887E+017,USA
9.70665192257302E+017,"California, USA"
9.70665191703642E+017,United States
9.70665191024222E+017,
9.70665190973882E+017,
9.70665190873186E+017,Indiana
9.70665189459747E+017,Lebanon - MENA - United States
9.70665188608234E+017,USA
9.70665188029432E+017,
9.7066518800846E+017,Colombo
9.70665185147994E+017,USA
9.70665182501327E+017,"Indiana, USA"
9.70665179208933E+017,"Fairhope, AL"
9.7066517871394E+017,
9.70665170035978E+017,"Columbus, OH"
9.70665151484584E+017,"Philadelphia, PA"
9.70665141468512E+017,
9.70665121654567E+017,紅魔館とか廃墟とか貸本屋とかとか妖怪の山とか
9.70665112657736E+017,Cuk Son
9.70665111768781E+017,
9.70665093368287E+017,#EyesWideOpen #KnowYourChemistry
9.70665079975883E+017,"Boston, MA"
9.70665051131609E+017,"Sebastian, FL"
9.7066502071457E+017,"California, USA"
9.70665017501782E+017,
9.70664981959192E+017,New York City
9.70664981606879E+017,
9.70664981564936E+017,"Manchester, UK"
9.7066496973287E+017,
9.70664949046444E+017,"975 Crawford Ave, Windsor, ON N9A 6N4, Canada"
9.70664934672609E+017,
9.70664934303568E+017,
9.70664920340681E+017,LDN rt/mention/follow/link ≠ e
9.70664910056313E+017,
9.70664905992032E+017,South Africa
9.70664897733366E+017,
9.70664887142756E+017,"Virgin Islands, U.S."
9.70664885708304E+017,
9.70664875730129E+017,
9.70664870851985E+017,
9.7066486398584E+017,OCRP // ENG - BHS // SEKE - BI
9.70664852967645E+017,
9.70664850518135E+017,"Madureira, Rio de Janeiro"
9.70664833279496E+017,Nigeria
9.70664822470738E+017,Awka
9.70664807597736E+017,"New York, NY, USA"
9.70664785774809E+017,A Town..d City dat Rocx
9.70664754992828E+017,
9.70664752308396E+017,"Manchester, England"
9.70664752123924E+017,"Chicago, IL"
9.70664748810424E+017,
9.70664737838158E+017,"Johannesburg, South Africa"
9.70664737670336E+017,"Atlanta, GA"
9.70664727604023E+017,Johannesburg Gauteng
9.70664722235298E+017,"Toronto, Ontario"
9.70664714366804E+017,
9.70664708431909E+017,"Maineville, Ohio"
9.70664694922047E+017,
9.70664683999908E+017,Reno
9.70664683328991E+017,"Bloemfontein, RSA "
9.70664681726665E+017,Queensland Australia 
9.7066467356468E+017,"Fort Smith, AR"
9.70664669219312E+017,"1321 S. Winchester Blvd, #244, San Jose, CA 95128"
9.70664655029928E+017,
9.70664651255141E+017,"Tampa, FL and San Diego, CA"
9.70664643273351E+017,
9.70664634012307E+017,"New York, NY USA"
9.70664627376976E+017," SG, RJ"
9.70664624042467E+017,🐐⚡️
9.70664619734954E+017,
9.70664611946123E+017,Sick bay
9.70664576118178E+017,"British Columbia, Canada"
9.70664575275356E+017,"Illinois, USA"
9.70664570510611E+017,027 🇧🇷
9.70664563355083E+017,"Слуцк, Беларусь"
9.70664556958831E+017,Moldova
9.7066453337414E+017,"Delaware, USA"
9.7066452485136E+017,
9.70664496107852E+017,
9.70664424297173E+017,"Sangerhausen, Deutschland"
9.70664422074208E+017,sleep
9.70664370849157E+017,#NotABot
9.70664370140209E+017,
9.70664340964741E+017,
9.70664335608615E+017,MKE
9.70664329946202E+017,In Pain
9.70664312720318E+017,"Cincinnati, OH"
9.70664299827007E+017,
9.70664281938301E+017,booty land 
9.70664260887044E+017,Georgia
9.70664253383414E+017,
9.70664232168673E+017,LaLa Land..
9.70664198366728E+017,Hogwarts
9.70664187973292E+017,
9.70664187390198E+017,"Düsseldorf, Germany"
9.70664180033425E+017,Tokyo 
9.70664176275329E+017,
9.7066417494995E+017,
9.7066417370413E+017,your anal cavity 
9.70664159493829E+017,N city
9.70664152162238E+017,New York City
9.70664148043534E+017,"Powys, Wales"
9.7066413057425E+017,
9.7066412734047E+017,"Toronto, Ontario"
9.70664119824106E+017,Sulawesi Selatan
9.70664110407889E+017,Never home...
9.70664077155623E+017,
9.7066407448798E+017,"saint catherine, Jamaica"
9.70664069530255E+017,
9.7066406296617E+017,"Maryland Heights, MO"
9.70664055978496E+017,
9.70664055651361E+017,BJ Novak's Ecstasy Factory
9.70664053474582E+017,
9.70664051557757E+017,South Carolina
9.70664035942387E+017,Switzerland
9.70664035317436E+017,dakhla
9.70664032909824E+017,Toronto
9.70664022822609E+017,
9.7066401591457E+017,"hot springs,ar"
9.70664008620659E+017,w. cole💞
9.70664004573127E+017,"Brussels, Belgium"
9.70664000060051E+017,"Raritan, New Jersey"
9.70663998977905E+017,United States
9.70663995056312E+017,somewhere in my bag 💰
9.70663985250034E+017,"Ponte Vedra Beach, FL"
9.70663975611494E+017,Brasil
9.70663964727218E+017,
9.7066395654817E+017,Montana
9.70663952458965E+017,"West Palm Beach, FL"
9.7066393202851E+017,"Florida, USA"
9.70663931751563E+017,Santa Izabel do Oeste - Pr
9.70663930241614E+017,"Bronx, New York "
9.70663925573476E+017,"Washington, DC"
9.70663908045459E+017,"Washington, DC"
9.70663899484774E+017,
9.70663858145776E+017,London
9.70663853422936E+017,Texas
9.70663852043104E+017,
9.70663845646815E+017,subscribe
9.70663819549737E+017,
9.70663806799098E+017,
9.7066380121224E+017,Ixalan
9.70663755897082E+017,"Houston, TX"
9.70663754202567E+017,home.
9.70663753846084E+017,
9.70663745008501E+017,
9.70663722195747E+017,
9.70663712213422E+017,
9.70663710996992E+017,
9.70663675341214E+017,"Butthole, Canada"
9.70663666520678E+017,
9.70663663458808E+017,Brasil
9.70663654155842E+017,Hyrule
9.70663649705521E+017,WEST DISTRICT
9.70663638968209E+017,"Johannesburg, South Africa"
9.70663623315149E+017,"Howell, MI"
9.70663615870198E+017,"Blue Earth, MN"
9.70663589936853E+017,
9.70663561474249E+017,"• Tanner, Alabama •  "
9.70663553760772E+017,
9.70663551475077E+017,
9.70663507833377E+017,Skyrim (aka. UK)
9.7066346609152E+017,紅魔館とか廃墟とか貸本屋とかとか妖怪の山とか
9.70663460148339E+017,London
9.70663442645385E+017,
9.70663423674548E+017,"Dallas, TX"
9.70663419413254E+017,"Wales, UK"
9.70663416934421E+017,oklahoma city
9.70663405580304E+017,probably inside a tv
9.70663402992554E+017,"Here, there, everywhere !🌍"
9.70663388249494E+017,Maryland 
9.70663385141572E+017,"Grand Rapids, MI"
9.70663384785019E+017,@OfDerezzolution = twin 
9.70663345228599E+017,"Washington, DC"
9.70663337758417E+017,Indonesia
9.70663316325585E+017,"London, England"
9.70663298856309E+017,"Indiana, PA"
9.70663295513489E+017,"South Tyneside, UK"
9.70663286998995E+017,H O U S T O N  ✈️
9.70663278761402E+017,"Princeton, NJ"
9.70663266488734E+017,"Monterey Bay, California"
9.70663248205787E+017,
9.70663244208615E+017,USA
9.70663233383215E+017,Tx
9.70663199103218E+017,London
9.70663157713732E+017,"Valinhos, Brasil"
9.70663157030097E+017,
9.70663143578984E+017,"New York, USA"
9.7066314313857E+017,
9.70663128743596E+017,SAN DIEGO
9.70663094249812E+017,"Chester, England"
9.70663092135781E+017,紅魔館とか廃墟とか貸本屋とかとか妖怪の山とか
9.70663091884233E+017,india
9.70663089917096E+017,
9.70663075610288E+017,"Willis, TX"
9.70663074402328E+017,The Banana Republic 
9.70663060108177E+017,
9.70663052252275E+017,
9.70663028281635E+017,紅魔館とか廃墟とか貸本屋とかとか妖怪の山とか
9.70663027262435E+017,"West Papua, Indonesia"
9.70662986435219E+017,"Dayton, OH"
9.70662942067778E+017,Indonesia - West Java
9.70662916545532E+017,lucelia sp
9.7066288975652E+017,Washington
9.70662878851338E+017,
9.70662872182215E+017,
9.70662867547672E+017,
9.70662855207936E+017,Balikpapan
9.70662843468063E+017,Anyland
9.70662842096595E+017,"West Des Moines, IA"
9.70662825470423E+017,CLE — NYC — LA
9.70662813793444E+017,
9.70662796206727E+017,Belgium
9.70662786979135E+017,
9.70662782759788E+017,
9.70662763142894E+017,
9.70662761897386E+017,
9.7066275613857E+017,India
9.70662740162425E+017,"Minnesota, USA"
9.70662733954785E+017,"Chicago, IL"
9.70662702988321E+017,Cosmic sea
9.706626844788E+017,Rio de Janeiro
9.70662653894058E+017,
9.70662644553314E+017,
9.70662634558185E+017,AZ
9.70662630955381E+017,"New York, NY"
9.70662625385296E+017,"Condorrat, Scotland"
9.70662599292572E+017,"London, Ontario"
9.7066259541284E+017,Michigan
9.70662593835696E+017,Washington
9.70662590325121E+017,
9.70662581873664E+017,Tea Party / ozark mts  
9.70662578782458E+017,Money moves💰
9.70662541822235E+017,Tennessee but heart still in Texas
9.7066253154195E+017,
9.70662505637909E+017,
9.70662499010855E+017,"Ontario, Canada"
9.70662497308103E+017,New York City
9.70662462990172E+017,SAN DIEGO
9.70662458695258E+017,somewhere w grady☁️
9.70662428756402E+017,Airport Terminals
9.7066239208133E+017,"Shreveport, La"
9.70662379791974E+017,Barra de São João
9.70662377673826E+017,"Houston, TX"
9.70662366844088E+017,"Wonogiri, Indonesia"
9.70662365913141E+017,
9.70662354357809E+017,"Auckland, New Zealand"
9.70662350587089E+017,#touchlinefracas
9.70662324179644E+017,
9.70662293007733E+017,"London, England"
9.70662283599929E+017,South Coast
9.70662275836244E+017,
9.70662264155013E+017,"Houston, TX 💙"
9.70662247717458E+017,SoCal
9.70662241094824E+017,USA
9.70662222514057E+017,"Rock Island, IL"
9.70662203610272E+017,Anywhere The Money Is
9.70662192872919E+017,England
9.706621766871E+017,Texas
9.70662169724572E+017,"New York, NY"
9.70662161772106E+017,
9.70662140460778E+017,Indonesia
9.70662137273217E+017,America
9.70662082881434E+017,"Juazeiro do Norte, Brasil"
9.70662067471638E+017, w/ didi ❤️
9.70662049108972E+017,worldwide
9.70662041546609E+017,"Ann Arbor, MI"
9.70662037406802E+017,New York
9.70662027550167E+017,
9.70662016233984E+017,İstanbul
9.7066200421308E+017,United States
9.70661993853215E+017,"Lone Star State, USA"
9.706619773527E+017,"Florida, USA"
9.7066191973564E+017,HTX
9.70661918271615E+017,SAN DIEGO
9.70661912336744E+017,"Ventura, California"
9.70661901859516E+017,Richard's Bay
9.70661900060066E+017,"Athens, Greece"
9.70661864819581E+017,United States
9.70661841096598E+017,
9.70661830476681E+017,
9.70661817356866E+017,"Near Brentwood, England"
9.70661797010264E+017,"Harlingen, Texas"
9.70661777687106E+017,Usa 
9.70661774818034E+017,SAN DIEGO
9.70661762583482E+017,United States
9.7066174860374E+017,Malang
9.70661729842577E+017,"Rio de Janeiro, Brazil"
9.7066168721585E+017,"Manchester, England"
9.70661681876669E+017,"Phoenix, AZ"
9.70661680354128E+017,OKC
9.70661678475039E+017,"Cheverly, Maryland"
9.70661658640159E+017,
9.70661657243464E+017,Colchester-Poland
9.70661639652594E+017,"Rio de Janeiro, Brazil"
9.7066163810066E+017,The World
9.70661627245748E+017,
9.70661624104309E+017,"Vitória da Conquista, Brasil"
9.70661569871806E+017,분당소방서
9.70661568999494E+017,"NoVA, USA"
9.7066156353017E+017,CLE🌇
9.70661539937182E+017,
9.7066152057206E+017,
9.70661515606053E+017,"Dallas, Texas"
9.70661515090125E+017,"Atlanta, GA"
9.7066147302964E+017,Never Never Land
9.7066146223768E+017,"Rumson, NJ"
9.70661458458694E+017,My Bed
9.70661453207306E+017,"Colónia, Alemanha"
9.70661421821329E+017,
9.70661407669784E+017,Boston MA
9.70661398383558E+017,Princeton
9.70661390842245E+017,Tanzania
9.70661375268868E+017,21
9.70661375256252E+017,
9.70661363759579E+017,"Maryland, USA"
9.70661357392601E+017,singapore
9.70661348475466E+017,
9.70661341034877E+017,With Daniel at the SGC
9.70661340548403E+017,India
9.70661310928126E+017,
9.70661285372285E+017,
9.70661280930398E+017,SAN DIEGO
9.70661270939754E+017,FOLLOWS YOU
9.70661257379439E+017,ig: moon._childdd
9.70661255559176E+017,"Doylestown, PA"
9.70661240661045E+017,
9.7066122547347E+017,"Estero, FL"
9.70661220977082E+017,Rio de Janeiro
9.70661207492346E+017,"Atlanta, GA"
9.70661197958799E+017,"Washington, DC"
9.70661197560377E+017,Huron & Perth Counties
